Company Name,Brand Name,Model,Series,Product Type,Screen Type,Screen Size,Screen Area (sq. inches),Resolution,Auto- matic Bright- ness Control?,Is Automatic Brightness Control enabled by default when Television is shipped?,On Mode Power (watts),Maximum On Mode Power for Qual- ification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power for Qual- ification (watts),Lum- inance in Default Mode as Shipped (cd/m2),Lum- inance in Brightest Selectable Preset Mode (cd/m2),Average Download Acqui- sition Mode (DAM) Energy (Wh/day),Maximum DAM Energy for Qual- ification (Wh/ day), Typical Electricity Con- sumption (TEC) for Hospitality TVs (W-h/day),Maxi- mum Allowed TEC for Hospi- tality TVs (W-h/day),Estimated Annual Energy Con- sumption (kWh/ year),Date Qualified
Sony Electronics Inc.,SONY,KDL-46HX751,KDL-46HX751,Television (TV),LCD,46,904,1920x1080,Yes,Yes,65.1,94,0.1,1,280.6,396.4,13.579,40,,,124.47,11/30/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55HX750,KDL-55HX750,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,64.6,108,0.1,1,284.8,398.9,14.69,40,,,123.97,11/30/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46HX850,KDL-46HX850,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,61.1,94,0.1,1,325.6,458.2,14.65,40,,,117.55,12/20/2011 08:00:00 AM +0000
Starlight Marketing (HK) Ltd.,Polaroid,LED TV,TLAC-02255,Television (TV),LCD,22,199,1920 x 1080,No,No,28.272,30.84,0.276,,165.46,193.38,N/A,,,,53.51,05/24/2011 07:00:00 AM +0000
Starlight Marketing (HK) Ltd.,Polaroid,LCD TV & DVD COMBO,TDAE-02212,Television (TV),LCD,22,199,1920 x 1080,No,No,28.86,30.84,0.256,1,129.91,174.86,N/A,,,,54.44,11/28/2011 08:00:00 AM +0000
Starlight Marketing (HK) Ltd.,Polaroid,LCD TV & DVD COMBO,TDAC-02212,Television (TV),LCD,22,199,1920 x 1080,No,No,28.86,30.84,0.256,1,129.91,174.86,N/A,,,,54.44,08/31/2011 07:00:00 AM +0000
Starlight Marketing (HK) Ltd.,Polaroid,LCD TV & DVD COMBO,TDAC-02212,Television (TV),LCD,22,199,1920 x 1080,No,No,28.86,30.84,0.256,1,129.91,174.86,N/A,,,,54.44,08/31/2011 07:00:00 AM +0000
Starlight Marketing (HK) Ltd.,Polaroid,19â HD LED TV,TLAE-01912,Television (TV),LCD,19,154,1366 x 768,No,No,18.316,25.04,0.252,1,196.94,228.76,N/A,,,,35.174,01/09/2012 08:00:00 AM +0000
TMAX Digital,APEX,LCD-TV,LD4688T,Television (TV),LCD,46,926,1920 x 1080,No,No,90.63,95.76,0.212,1,107.12,132.78,N/A,,,,186.87,02/13/2012 08:00:00 AM +0000
Toshiba America Information Systems,Toshiba,46L5200U,46L5200U,Television (TV),LCD,46,911,1920 x 1080,No,No,84.4,94.5,0.18,1,305,405,N/A,,,,153.1,01/31/2012 08:00:00 AM +0000
Toshiba America Information Systems,Toshiba,40L52U,40L52U,Television (TV),LCD,40,690,1920 x 1080,No,No,71.3,75.9,0.26,1,268,371,N/A,,,,130,01/13/2012 08:00:00 AM +0000
Toshiba America Information Systems,Toshiba,24SLV411U,24SLV411U,TV Combination Unit,LCD,24,236,1920 x 1080,No,No,29,35.9,0.4,1,180,241,N/A,,,,54.8,09/20/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,24V4210U,24V4210U,TV Combination Unit,LCD,24,238,1920 x 1080,No,No,26.9,36,0.11,1,202,267,N/A,,,,49.1,01/10/2012 08:00:00 AM +0000
Toshiba America Information Systems,Toshiba,19SLV411U,19SLV411U,TV Combination Unit,LCD,19,142,1366 x 768,No,No,20.5,23.4,0.4,1,126.4,158.1,N/A,,,,39.3,09/22/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,19SL410U,19SL410U,Television (TV),LCD,19,146,1366 x 768,No,No,19,23.9,0.7,1,137.1,173.1,N/A,,,,38.7,09/22/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,32SL410U,32SL410U,Television (TV),LCD,32,426,1920 x 1080,No,No,45.3,53.8,0.8,1,208.1,256.9,N/A,,,,86.7,09/20/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,40S51U,40S51U,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,52.9,75.5,0.2,1,339,342,N/A,,,,96.5,09/22/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,47TL515U,47TL515U,Television (TV),LCD,47,942,1920 x 1080,Yes,Yes,87.3,97.1,0.2,1,475.6,468.4,N/A,,,,158.7,09/19/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,40L5200U,40L5200U,Television (TV),LCD,40,690,1920 x 1080,No,No,71.3,75.9,0.26,1,268,371,N/A,,,,130,01/13/2012 08:00:00 AM +0000
Toshiba America Information Systems,Toshiba,55UL610U,55UL610U,Television (TV),LCD,55,1265,1920 x 1080,Yes,Yes,96.6,108,0.3,1,395.2,395.2,N/A,,,,175.8,09/19/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,55TL515U,55TL515U,Television (TV),LCD,55,1268,1920 x 1080,Yes,Yes,100.7,108,0.2,1,352.1,392.4,N/A,,,,182.9,09/19/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,46UL610U,46UL610U,Television (TV),LCD,46,923,1920 x 1080,Yes,Yes,82.4,95.5,0.3,1,393,414,N/A,,,,150,09/19/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,"24L4200U,24L42U","24L4200U,24L42U",Television (TV),LCD,24,245,1920 x 1080,No,No,30.8,36.9,0.19,1,194,271,N/A,,,,56.7,03/15/2012 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,"50L5200U, 50L52U","50L5200U, 50L52U",Television (TV),LCD,50,1046,1920 x 1080,No,No,92,108,0.16,1,267,369,N/A,,,,166.6,03/09/2012 08:00:00 AM +0000
Toshiba America Information Systems,Toshiba,46L52U,46L52U,Television (TV),LCD,46,911,1920 x 1080,No,No,84.4,94.5,0.18,1,305,405,N/A,,,,153.1,01/31/2012 08:00:00 AM +0000
Toshiba America Information Systems,Toshiba,"55SL412U, 55S41U","55SL412U, 55S41U",Television (TV),LCD,55,1282,1920 x 1080,No,No,99,108,0.2,1,251,337,N/A,,,,179.6,09/20/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,24SL410U,24SL410U,Television (TV),LCD,24,245,1920 x 1080,No,No,30.8,36.9,0.6,1,154.2,186.6,N/A,,,,59.7,09/20/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,42SL417U,42SL417U,Television (TV),LCD,42,777,1920 x 1080,Yes,Yes,68.2,83.3,0.3,1,351.2,351.2,N/A,,,,124.5,09/19/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,46SL412U,46SL412U,Television (TV),LCD,46,900,1920 x 1080,No,No,84.7,96.6,0.17,1,235,332,N/A,,,,155.76,07/26/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,"42L6200U,42L62U","42L6200U,42L62U",Television (TV),LCD,42,750,1920 x 1080,Yes,Yes,54.8,81.8,0.19,1,263,327,9.7,40,,,105.2,03/26/2012 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,40SL412U,40SL412U,Television (TV),LCD,40,684,1920 x 1080,No,No,65.9,75.5,0.2,1,258.1,328.8,N/A,,,,119.8,09/20/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,24SL415U,24SL415U,Television (TV),LCD,24,238,1920 x 1080,Yes,Yes,26.1,36,0.2,1,263,265,N/A,,,,48.3,09/19/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,"32L4200U,32L42U","32L4200U,32L42U",Television (TV),LCD,32,426,1280 x 720,No,No,35.8,53.8,0.14,1,213,294,N/A,,,,64.7,03/15/2012 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,55SL417U,55SL417U,Television (TV),LCD,55,1283,1920 x 1080,Yes,Yes,95.7,108,0.2,1,322.6,328.4,N/A,,,,173.9,09/19/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,32SL415U,32SL415U,Television (TV),LCD,31,424,1366 x 768,Yes,Yes,43.5,53.6,0.3,1,286,304,N/A,,,,80,10/12/2011 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,"19L4200U,19L42U","19L4200U,19L42U",Television (TV),LCD,19,147,1280 x 720,No,No,18.6,24.1,0.17,1,155,219,N/A,,,,34.7,03/13/2012 07:00:00 AM +0000
Toshiba America Information Systems,Toshiba,46SL417U,46SL417U,Television (TV),LCD,46,916,1920 x 1080,Yes,Yes,74,94.9,0.3,1,313.7,327.1,N/A,,,,135,09/19/2011 07:00:00 AM +0000
TTE Corporation,TCL,L24D3260F,L24D3260F,Television (TV),LCD,24,238,1920 x 1080,Yes,Yes,23.8,35.9,0.2,1,285,287,N/A,,,,44.8,12/12/2011 08:00:00 AM +0000
TTE Corporation,TCL,L19D3260,L19D3260,Television (TV),LCD,19,147,1366 x 768,Yes,Yes,15.7,24,0.2,1,258,272,N/A,,,,30,12/12/2011 08:00:00 AM +0000
TTE Corporation,TCL,LE19HDF3200,LE19HDF3200,Television (TV),LCD,19,147,1366 x 768,Yes,Yes,15.7,24,0.2,1,258,272,N/A,,,,30,12/12/2011 08:00:00 AM +0000
TTE Corporation,TCL; Berkshire,LE39FHDF3300TT,LE39FHDF3300TT,Television (TV),LCD,39,645,1920 x 1080,Yes,Yes,47.6,72.1,0.23,1,348,358,N/A,,,,88.5,03/12/2012 07:00:00 AM +0000
TTE Corporation,BERKSHIRE,46LEDF3200B,46LEDF3200B,Television (TV),LCD,46,906,1920 x 1080,Yes,Yes,57.8,94.1,0.2,1,380,447,N/A,,,,106.9,10/18/2011 07:00:00 AM +0000
TTE Corporation,TCL,LE32HDE5200,LE32HDE5200,Television (TV),LCD,32,424,1366 x 768,Yes,Yes,32.9,53.6,0.2,1,435,438,N/A,,,,61.4,11/10/2011 08:00:00 AM +0000
TTE Corporation,TCL; Berkshire,LE39FHDF3300B,LE39FHDF3300B,Television (TV),LCD,39,645,1920 x 1080,Yes,Yes,47.6,72.1,0.23,1,348,358,N/A,,,,88.5,03/12/2012 07:00:00 AM +0000
TTE Corporation,TCL; Berkshire,LE39FHDF3300,LE39FHDF3300,Television (TV),LCD,39,645,1920 x 1080,Yes,Yes,47.6,72.1,0.23,1,348,358,N/A,,,,88.5,03/12/2012 07:00:00 AM +0000
TTE Corporation,BERKSHIRE,26LEDF3200B,26LEDF3200B,Television (TV),LCD,26,288,1366 x 768,Yes,Yes,31,42.2,0.2,1,240,337,N/A,,,,58,09/14/2011 07:00:00 AM +0000
TTE Corporation,TCL; Berkshire,LE39FHDF3300TA,LE39FHDF3300TA,Television (TV),LCD,39,645,1920 x 1080,Yes,Yes,47.6,72.1,0.23,1,348,358,N/A,,,,88.5,03/12/2012 07:00:00 AM +0000
TTE Corporation,BERKSHIRE,40LEDF3200B,40LEDF3200B,Television (TV),LCD,40,693,1920 x 1080,Yes,Yes,64.5,76.2,0.2,1,333,412,N/A,,,,119.1,09/14/2011 07:00:00 AM +0000
TTE Corporation,TCL,LE24FHDF3200,LE24FHDF3200,Television (TV),LCD,24,238,1920 x 1080,Yes,Yes,23.8,35.9,0.2,1,285,287,N/A,,,,44.8,12/12/2011 08:00:00 AM +0000
TTE Corporation,TCL,LE40FHDE5200,LE40FHDE5200,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,55.7,75.5,0.2,1,398,403,N/A,,,,103,11/10/2011 08:00:00 AM +0000
TTE Corporation,BERKSHIRE,32LEDF3200B,32LEDF3200B,Television (TV),LCD,32,426,1366 x 768,Yes,Yes,38.5,53.8,0.2,1,352,441,N/A,,,,71.6,09/16/2011 07:00:00 AM +0000
TTE Corporation,TCL,LE24FHDD20,LE24FHDD20,Television (TV),LCD,24,238,1920 x 1080,Yes,Yes,26.6,36,0.48,1,244,262,N/A,,,,51.9,03/12/2012 07:00:00 AM +0000
ViewSonic Corporation,ViewSonic,VT3205LED,VS13915-**,Television (TV),LCD,32,422,1920 x 1080,No,No,50.08,53.44,0.28,1,256.8,318.5,N/A,,,,,10/06/2011 07:00:00 AM +0000
ViewSonic Corporation,ViewSonic,VT2730-M,VS13154-**,Television (TV),LCD,27,312,1920 x 1080,No,No,,,,,182,220,N/A,,,,,05/31/2011 07:00:00 AM +0000
ViewSonic Corporation,ViewSonic,VT4210LED,VS13776-1M,Television (TV),LCD,42,760,1920 x 1080,No,No,78.39,81.82,0.241,1,223,306,N/A,,,,,09/23/2011 07:00:00 AM +0000
ViewSonic Corporation,ViewSonic,VT2405LED-M,VS13750-**,Television (TV),LCD,24,237,1920 x 1080,No,No,24.06,,,,194,245,N/A,,,,,06/03/2011 07:00:00 AM +0000
ViewSonic Corporation,ViewSonic,VT2755LED,VS14569-XX,Television (TV),LCD,27,312,1920x1080,No,No,37.164,44.17,0.156,1,256.8,206,N/A,,,,,01/18/2012 08:00:00 AM +0000
ViewSonic Corporation,ViewSonic,V2750LED,VS14569-XX,Television (TV),LCD,27,312,1920x1080,No,No,37.164,44.17,0.156,1,256.8,206,N/A,,,,,01/09/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E220VA,E220VA,Television (TV),LCD,22,198,1920 x 1080,Yes,Yes,22.2,30.68,0.38,1,206.8,282.4,N/A,,,,194.47,09/12/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E190VA,E190VA,Television (TV),LCD,19,146,1366 x 768,Yes,Yes,18.75,24.01,0.37,1,208.3,240.5,N/A,,,,164.25,09/12/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E260VA,E260VA,Television (TV),LCD,26,289,1366 x 768,Yes,Yes,32.22,42.26,0.62,1,300,436,N/A,,,,282.25,09/12/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M370SL,M370SL,Television (TV),LCD,37,569,1920 x 1080,Yes,Yes,40.3,65.8,0.2,1,164,239,N/A,,,,74.9,01/21/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E3D320VX,E3D320VX,Television (TV),LCD,32,438,1920 x 1080,Yes,Yes,49.8,54.8,0.3,1,282,412,N/A,,,,93,01/06/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,M550SV,M550SV,Television (TV),LCD,55,1293,1920 x 1080,Yes,Yes,96.1,108,0.5,1,293,321,N/A,,,,178.9,08/10/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M460SR,M460SR,Television (TV),LCD,46,906,1920 x 1080,Yes,Yes,67.3,94.1,0.5,1,196,238,N/A,,,,126.3,07/05/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M320SR,M320SR,Television (TV),LCD,32,426,1920 x 1080,Yes,Yes,53.1,53.8,0.8,1,314,441,N/A,,,,102.5,09/27/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E472VL,E472VL,Television (TV),LCD,47,945,1920 x 1080,Yes,Yes,92.9,97.4,0.4,1,337,499,N/A,,,,172.3,08/22/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M3D421SR,M3D421SR,Television (TV),LCD,42,769,1920 x 1080,Yes,Yes,77,82.6,0.4,1,468,526,N/A,,,,143.3,06/29/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M550SR,M550SR,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,97.4,108,0.6,1,269,353,N/A,,,,181.9,07/05/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M3D470KD,M3D470KD,Television (TV),LCD,47,941,1920 x 1080,Yes,Yes,95.4,97,0.2,1,296,403,N/A,,,,175.5,02/02/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,M420SL,M420SL,Television (TV),LCD,42,755,1920 x 1080,Yes,Yes,45.1,81.4,0.2,1,218,306,N/A,,,,83.7,01/21/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E422VLE,E422VLE,Television (TV),LCD,42,759,1920 x 1080,Yes,Yes,71.5,81.8,0.3,1,302,431,N/A,,,,132.6,01/09/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,M420SV,M420SV,Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,65.4,81.3,0.3,1,354,400,N/A,,,,121.4,08/17/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,"E3D420VX, E3DB420VX","E3D420VX, E3DB420VX",Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,75.4,81.3,0.3,1,220,305,N/A,,,,139.7,01/06/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,M3D420SR,M3D420SR,Television (TV),LCD,42,769,1920 x 1080,Yes,Yes,79.9,82.6,0.3,1,381,499,N/A,,,,147.9,06/29/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M420SR,M420SR,Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,77.8,81.3,0.3,1,372,428,N/A,,,,144.1,09/27/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M3D550KD,M3D550KD,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,107.1,108,0.3,1,280,356,N/A,,,,197.5,02/02/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,M550SL,M550SL,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,71.3,108,0.3,1,214,283,N/A,,,,132.2,01/21/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,XVT553SV,XVT553SV,Television (TV),LCD,55,1293,1920 x 1080,Yes,Yes,88.9,108,0.84,1,380,404,N/A,,,,168.1,10/12/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M470SV,M470SV,Television (TV),LCD,47,945,1920 x 1080,Yes,Yes,77.2,97.4,0.4,1,300,325,N/A,,,,143.7,08/10/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E261VA,E261VA,Television (TV),LCD,26,288,1366 x 768,Yes,Yes,35.7,42.2,0.4,1,212,311,N/A,,,,67.9,10/18/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E370VT,E370VT,Television (TV),LCD,37,583,1920 x 1080,Yes,Yes,65.8,67,0.3,1,300,439,N/A,,,,122.2,09/27/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E320VT,E320VT,Television (TV),LCD,32,429,1920 x 1080,Yes,Yes,49.1,54,0.4,1,329,426,N/A,,,,92.1,09/27/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M421NV,M421NV,Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,69.2,81.3,0.3,1,357,468,N/A,,,,128.4,10/12/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E3D470VX,E3D470VX,Television (TV),LCD,47,945,1920 x 1080,Yes,Yes,89.6,97.4,0.3,1,316,472,N/A,,,,165.6,01/06/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E321VL,E321VL,Television (TV),LCD,32,438,1920 x 1080,Yes,Yes,51.4,55,0.3,1,328,373,N/A,,,,95.9,02/14/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E371VL,E371VL,Television (TV),LCD,37,583,1920 x 1080,Yes,Yes,60.7,67,0.3,1,340,420,N/A,,,,112.9,02/02/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,M3D460SR,M3D460SR,Television (TV),LCD,46,906,1920 x 1080,Yes,Yes,70.8,133.8,0.5,1,437,551,N/A,,,,132.7,06/09/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E320VP,E320VP,Television (TV),LCD,32,438,1920 x 1080,Yes,Yes,38,55,0.7,1,263,397,N/A,,,,74.2,09/27/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M470SL,M470SL,Television (TV),LCD,47,942,1920 x 1080,Yes,Yes,58,97.2,0.2,1,229,306,N/A,,,,107.2,01/21/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E552VL,E552VL,Television (TV),LCD,55,1293,1920 x 1080,Yes,Yes,103,108,0.3,1,317,464,N/A,,,,190.1,08/11/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E422VL,E422VL,Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,77.9,81.3,0.3,1,301,340,N/A,,,,144.2,08/23/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M320SL,M320SL,Television (TV),LCD,32,425,1920 x 1080,Yes,Yes,34.2,53.7,0.2,1,168,251,N/A,,,,63.8,01/21/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E552VLE,E552VLE,Television (TV),LCD,55,1283,1920 x 1080,Yes,Yes,104.4,108,0.3,1,214,284,N/A,,,,192.6,01/09/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E471VLE,E471VLE,Television (TV),LCD,47,932,1920 x 1080,Yes,Yes,78.7,96.2,0.6,1,313,432,N/A,,,,147.8,01/06/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E370VP,E370VP,Television (TV),LCD,37,583,1920 x 1080,Yes,Yes,62.8,67,0.3,1,277,335,N/A,,,,116.7,08/17/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E420VT,E420VT,Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,80.2,81,0.3,1,284,416,N/A,,,,148.4,09/27/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E191VA,E191VA,Television (TV),LCD,19,147,1920 x 1080,Yes,Yes,20.6,24,0.5,1,185,270,N/A,,,,41.1,01/20/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E472VLE,E472VLE,Television (TV),LCD,47,942,1920 x 1080,Yes,Yes,88.1,97.1,0.3,1,273,373,N/A,,,,162.9,01/09/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,M3D650SV,M3D650SV,Television (TV),LCD,65,1809,1920 x 1080,Yes,Yes,100.5,108,0.3,1,196,278,N/A,,,,185.5,11/28/2011 08:00:00 AM +0000
Vizio Inc.,VIZIO,E470VLE,E470VLE,Television (TV),LCD,47,945,1920 x 1080,Yes,Yes,83.2,97.4,0.4,1,272,364,N/A,,,,154.6,08/21/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E421VO,E421VO,Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,81.1,81.3,0.3,1,355,406,N/A,,,,150.1,01/06/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,M3D550SR,M3D550SR,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,104.9,108,0.4,1,414,485,N/A,,,,193.5,06/27/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E322AR,E322AR,Television (TV),LCD,32,540,1366 x 768,Yes,Yes,51.1527,54,0.404,1,189,275,N/A,,,,,02/20/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E321ME,E321ME,Television (TV),LCD,32,425,1920 x 1080,Yes,Yes,39.5,53.72,0.5,1,211.7,296.6,N/A,,,,,07/19/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E422AR,E422AR,Television (TV),LCD,42,878,1920 x 1080,Yes,Yes,79.455,81.3,0.424,1,173,252,N/A,,,,,02/20/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E370ME,E370ME,Television (TV),LCD,37,585,1920 x 1080,Yes,Yes,63.1,67.17,0.4,1,263.1,336.6,N/A,,,,,07/19/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E322MV,E322MV,Television (TV),LCD,32,425,1920 x 1080,Yes,Yes,47.2,53.72,0.2,1,199.8,287.4,N/A,,,,,07/20/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,M321MV,M321MV,Television (TV),LCD,32,425,1920 x 1080,Yes,Yes,43.54,53.67,0.3,1,212.5,317.4,N/A,,,,83.62,10/18/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E240AR,E240AR,Television (TV),LCD,24,246,1366 x 768,No,No,26.3,37,0.211,,188.7,274.2,N/A,,,,,03/02/2012 08:00:00 AM +0000
Vizio Inc.,VIZIO,E420ME,E420ME,Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,77.8,81.38,0.2,1,246.2,316.2,N/A,,,,,07/19/2011 07:00:00 AM +0000
Vizio Inc.,VIZIO,E460ME,E460ME,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,89.6,93.91,0.2,1,249.8,329.7,N/A,,,,,07/20/2011 07:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,LCD TV,VR-3710,Television (TV),LCD,37,581,1366 X 768,No,No,54.44,66.77,0.2,1,134.1,195.3,N/A,,,,100.7,10/27/2011 07:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,VR-XXXXXXXXX,VR-XXXXXXXXX,Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,01/03/2012 08:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,LC-32GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC-32GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,32,426,1366 x 768,No,No,48.8,53.8,0.4,1,144,209,N/A,,,,91.8,12/05/2011 08:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,VR-3235,VR-3235,Television (TV),LCD,32,426,1366 x 768,No,No,48.8,53.8,0.4,1,144,209,N/A,,,,91.8,12/05/2011 08:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,LC-32G852,LC-32G852,Television (TV),LCD,32,426,1366 x 768,No,No,48.8,53.8,0.4,1,144,209,N/A,,,,91.8,12/05/2011 08:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,VR-3725,VR-3725,Television (TV),LCD,37,588,1920 x 1080,No,No,58,67.4,0.5,1,124,159,N/A,,,,109.3,07/03/2011 07:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,VR-4030,VR-4030,Television (TV),LCD,40,690,1920 x 1080,No,No,70.4,75.9,0.3,1,124,167,N/A,,,,130.6,08/24/2011 07:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,VR-3236,VR-3236,Television (TV),LCD,32,429,1366 x 768,No,No,45.2,54,0.42,1,78,115,N/A,,,,85.4,01/20/2012 08:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,LC-37GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC-37GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,37,586,1920 x 1080,No,No,57.9,67.2,0.6,1,85,109,N/A,,,,109.8,12/16/2011 08:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,160XXXXXXXXX (where X would be any Arabian number or English letter or blank),160XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,37,586,1920 x 1080,No,No,57.9,67.2,0.6,1,85,109,N/A,,,,109.8,12/16/2011 08:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,VR-3725,VR-3725,Television (TV),LCD,37,586,1920 x 1080,No,No,57.9,67.2,0.6,1,85,109,N/A,,,,109.8,12/16/2011 08:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,LD-3280,LD-3280,Television (TV),LCD,32,426,1366 x 768,No,No,44.5,53.8,0.4,1,240,326,N/A,,,,84,07/22/2011 07:00:00 AM +0000
Westinghouse Digital LLC,Westinghouse,LC-32GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC-32GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,32,429,1366 x 768,No,No,45.2,54,0.42,1,78,115,N/A,,,,85.4,01/20/2012 08:00:00 AM +0000
