Company Name,Brand Name,Model,Series,Product Type,Screen Type,Screen Size,Screen Area (sq. inches),Resolution,Auto- matic Bright- ness Control?,Is Automatic Brightness Control enabled by default when Television is shipped?,On Mode Power (watts),Maximum On Mode Power for Qual- ification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power for Qual- ification (watts),Lum- inance in Default Mode as Shipped (cd/m2),Lum- inance in Brightest Selectable Preset Mode (cd/m2),Average Download Acqui- sition Mode (DAM) Energy (Wh/day),Maximum DAM Energy for Qual- ification (Wh/ day), Typical Electricity Con- sumption (TEC) for Hospitality TVs (W-h/day),Maxi- mum Allowed TEC for Hospi- tality TVs (W-h/day),Estimated Annual Energy Con- sumption (kWh/ year),Date Qualified
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-13GK68,LE-13GK68,Television (TV),LCD,13,75,1366 x 768,No,No,12.8,14.8,0.7,1,131,171,N/A,,,,28.2,07/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",LC-26G77B DVD,LC-26G77B DVD,TV Combination Unit,LCD,26,290,1920 x 1080,No,No,39.1,42.4,0.47,1,89,119,N/A,,,,74.6,02/14/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",160XXXXXXXXX (where X would be any Arabian number or English letter or blank),160XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,239,1920 x 1080,No,No,24.9,36.1,0.5,1,142,175,N/A,,,,48.9,11/10/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-40XXXXXXXXX (where X would be any Arabian number or English letter or blank),LD-40XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.5,1,194,224,N/A,,,,134.7,11/22/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SEXXXXXXXXX (where X would be any Arabian number or English letter or blank),SEXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.5,1,194,224,N/A,,,,134.7,11/22/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELEFC401,ELEFC401,Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.5,1,194,224,N/A,,,,134.7,11/22/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-32GU7,LC-32GU7,Television (TV),LCD,32,431,1366 x 768,No,No,48.4,54.2,0.34,1,125,152,N/A,,,,90.7,02/24/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-32GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC-32GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,32,425,1920 x 1080,No,No,47.9,53.7,0.54,1,143,207,N/A,,,,91.2,01/04/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC32GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC32GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,32,425,1920 x 1080,No,No,47.9,53.7,0.54,1,143,207,N/A,,,,91.2,01/04/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELDFW322,ELDFW322,Television (TV),LCD,32,425,1920 x 1080,No,No,47.9,53.7,0.54,1,143,207,N/A,,,,91.2,01/04/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELDFQ322,ELDFQ322,Television (TV),LCD,32,425,1920 x 1080,No,No,47.9,53.7,0.54,1,143,207,N/A,,,,91.2,01/04/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-32G82,LC-32G82,Television (TV),LCD,32,425,1920 x 1080,No,No,47.9,53.7,0.54,1,143,207,N/A,,,,91.2,01/04/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,37,586,1920 x 1080,No,No,57.9,67.2,0.6,1,85,109,N/A,,,,109.8,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",VR-XXXXXXXXX (where X would be any Arabian number or English letter or blank),VR-XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,37,586,1920 x 1080,No,No,57.9,67.2,0.6,1,85,109,N/A,,,,109.8,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",1602012.0,1602012.0,Television (TV),LCD,37,586,1920 x 1080,No,No,57.9,67.2,0.6,1,85,109,N/A,,,,109.8,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",800XXXXXXXXX (where X would be any Arabian number or English letter or blank).,800XXXXXXXXX (where X would be any Arabian number or English letter or blank).,Television (TV),LCD,26,288,1366 x 768,No,No,38.8,42.2,0.46,1,195,286,N/A,,,,74,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX (where X would be any Arabian number or English letter or blank).,ELXXXXXXXXX (where X would be any Arabian number or English letter or blank).,Television (TV),LCD,26,288,1366 x 768,No,No,38.8,42.2,0.46,1,195,286,N/A,,,,74,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-55G77B,LC-55G77B,Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX (where X would be any Arabian number or English letter or blank),160XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,26,289,1920 x 1080,No,No,28.9,42.3,0.5,1,260,330,N/A,,,,56.2,02/14/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",1602013.0,1602013.0,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-40GB01,LE-40GB01,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-4080,LD-4080,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-40GAK,LE-40GAK,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-16GXXXXXXXXX(where X would be any Arabian number or English letter or blank),LC-16GXXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,16,105,1366 x 768,No,No,16.3,18.6,0.5,1,111,157,N/A,,,,33.2,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC16G82,LC16G82,Television (TV),LCD,16,105,1366 x 768,No,No,16.3,18.6,0.5,1,111,157,N/A,,,,33.2,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC22G82V,LC22G82V,Television (TV),LCD,22,199,1366 x 768,No,No,29.3,30.9,0.5,1,173,252,N/A,,,,56.9,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-22G82V,LC-22G82V,Television (TV),LCD,22,199,1366 x 768,No,No,29.3,30.9,0.5,1,173,252,N/A,,,,56.9,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SLED4650,SLED4650,Television (TV),LCD,46,902,1920 x 1080,No,No,83.3,93.8,0.5,1,290,403,N/A,,,,155.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELEFC321,ELEFC321,Television (TV),LCD,32,426,1920 x 1080,No,No,43.2,53.8,0.4,1,276,391,N/A,,,,81.6,09/26/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, SANSUI",160XXXXXXXXX,160XXXXXXXXX,Television (TV),LCD,46,886,1920 x 1080,No,No,81.2,92.4,0.5,1,293,361,N/A,,,,151.7,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC26GXXXXXXXXX,LC26GXXXXXXXXX,Television (TV),LCD,26,292,1920 x 1080,No,No,31.7,42.5,0.6,1,45.6,60,N/A,,,,62,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-40GXXXXXXXXX,where X would be any Arabian number or English letter or blank,Television (TV),LCD,40,686,1920 x 1080,No,No,66.5,75.6,0.5,1,221,251,N/A,,,,124.8,08/25/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,239,1920 x 1080,No,No,27.2,36.1,0.6,1,188,199,N/A,,,,53.8,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX(where X would be any Arabian number or English letter or blank),ELXXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,243,1920 x 1080,No,No,27.9,36.6,0.6,1,135,168,N/A,,,,55.1,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-24XXXXXXXXX(where X would be any Arabian number or English letter or blank),LD-24XXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,243,1920 x 1080,No,No,27.9,36.6,0.6,1,135,168,N/A,,,,55.1,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",VR-40XXXXXXXXX,VR-40XXXXXXXXX,Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.4,1,117,170,N/A,,,,134,09/14/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX,160XXXXXXXXX,Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.4,1,117,170,N/A,,,,134,09/14/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELDFT403,ELDFT403,Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.4,1,117,170,N/A,,,,134,09/14/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",1602108A,1602108A,Television (TV),LCD,26,292,1920 x 1080,No,No,31.7,42.5,0.6,1,45.6,60,N/A,,,,62,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",VR-19XXXXXXXXX,VR-19XXXXXXXXX,Television (TV),LCD,19,147,1366 x 768,No,No,21.8,24.2,0.5,1,119,165,N/A,,,,43.3,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX,ELXXXXXXXXX,Television (TV),LCD,19,147,1366 x 768,No,No,23.1,24,0.5,1,69,106,N/A,,,,45.6,09/07/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-19G77B,LC-19G77B,Television (TV),LCD,19,147,1366 x 768,No,No,23.1,24,0.5,1,69,106,N/A,,,,45.6,09/07/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,60,1541,1920 x 1080,No,No,100,108,0.5,1,71,93,N/A,,,,186,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC40G69,LC40G69,Television (TV),LCD,40,688,1920 x 1080,No,No,64.9,75.8,0.4,1,160,199,N/A,,,,121.2,06/15/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-13XXXXXXXXX (where X would be any Arabian number or English letter or blank),LD-13XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,13,75,1366 x 768,No,No,12.8,14.8,0.7,1,131,171,N/A,,,,28.2,07/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE13GK68,LE13GK68,Television (TV),LCD,13,75,1366 x 768,No,No,12.8,14.8,0.7,1,131,171,N/A,,,,28.2,07/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited",SEIKI,SC402TT,SC402TT,Television (TV),LCD,40,688,1920 x 1080,No,No,72.8,75.8,0.3,1,151,227,N/A,,,,134.9,03/26/2012 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",80XXXXXXXXX(where X would be any Arabian number or English letter or blank),80XXXXXXXXX(where X would be any Arabian number or English letter or blank),TV Combination Unit,LCD,26,290,1920 x 1080,No,No,39.1,42.4,0.47,1,89,119,N/A,,,,74.6,02/14/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",LD-24XXXXXXXXX (where X would be any Arabian number or English letter or blank),LD-24XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,239,1920 x 1080,No,No,24.9,36.1,0.5,1,142,175,N/A,,,,48.9,11/10/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",SEXXXXXXXXX (where X would be any Arabian number or English letter or blank),SEXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,239,1920 x 1080,No,No,24.9,36.1,0.5,1,142,175,N/A,,,,48.9,11/10/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited",THTF; Element; Fluid; Seiki; Westinghouse; ONN,LE-22GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LE-22GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,22,199,1366 x 768,No,No,20.6,30.9,0.3,1,147,212,N/A,,,,39.7,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-40GB01-B,LE-40GB01-B,Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.5,1,194,224,N/A,,,,134.7,11/22/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE40GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LE40GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELGFT554,ELGFT554,Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",1602107.0,1602107.0,Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",LC26GXXXXXXXXX(where X would be any Arabian number or English letter or blank),LC26GXXXXXXXXX(where X would be any Arabian number or English letter or blank),TV Combination Unit,LCD,26,290,1920 x 1080,No,No,39.1,42.4,0.47,1,89,119,N/A,,,,74.6,02/14/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC24G82V,LC24G82V,Television (TV),LCD,24,243,1920 x 1080,No,No,27.9,36.6,0.6,1,135,168,N/A,,,,55.1,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-37GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC-37GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,37,586,1920 x 1080,No,No,57.9,67.2,0.6,1,85,109,N/A,,,,109.8,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-26GXXXXXXXXX (where X would be any Arabian number or English letter or blank).,LC-26GXXXXXXXXX (where X would be any Arabian number or English letter or blank).,Television (TV),LCD,26,288,1366 x 768,No,No,38.8,42.2,0.46,1,195,286,N/A,,,,74,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",VR-XXXXXXXXX (where X would be any Arabian number or English letter or blank).,VR-XXXXXXXXX (where X would be any Arabian number or English letter or blank).,Television (TV),LCD,26,288,1366 x 768,No,No,38.8,42.2,0.46,1,195,286,N/A,,,,74,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX (where X would be any Arabian number or English letter or blank),160XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,46,902,1920 x 1080,No,No,85.8,93.8,0.5,1,6.6,7.4,N/A,,,,160.1,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC55GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC55GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX,ELXXXXXXXXX,Television (TV),LCD,32,426,1920 x 1080,No,No,43.9,53.8,0.5,1,126,156,N/A,,,,83.6,10/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX,160XXXXXXXXX,Television (TV),LCD,32,426,1920 x 1080,No,No,43.9,53.8,0.5,1,126,156,N/A,,,,83.6,10/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-46GXXXXXXXXX(where X would be any Arabian number or English letter or blank),LE-46GXXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,46,902,1920 x 1080,No,No,83.3,93.8,0.5,1,290,403,N/A,,,,155.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELEFW462,ELEFW462,Television (TV),LCD,46,902,1920 x 1080,No,No,83.3,93.8,0.5,1,290,403,N/A,,,,155.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELHFW403,ELHFW403,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-4055,LD-4055,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-4070Z,LD-4070Z,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-15GXXXXXXXXX(where X would be any Arabian number or English letter or blank),LC-15GXXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,16,105,1366 x 768,No,No,16.3,18.6,0.5,1,111,157,N/A,,,,33.2,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-16G82V,LC-16G82V,Television (TV),LCD,16,105,1366 x 768,No,No,16.3,18.6,0.5,1,111,157,N/A,,,,33.2,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SC221FS,SC221FS,Television (TV),LCD,22,199,1366 x 768,No,No,29.3,30.9,0.5,1,173,252,N/A,,,,56.9,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELEFC461,ELEFC461,Television (TV),LCD,46,902,1920 x 1080,No,No,83.3,93.8,0.5,1,290,403,N/A,,,,155.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX,160XXXXXXXXX,Television (TV),LCD,32,426,1920 x 1080,No,No,43.2,53.8,0.4,1,276,391,N/A,,,,81.6,09/26/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, SANSUI",LE-46GXXXXXXXXX,where X would be any Arabian number or English letter or blank,Television (TV),LCD,46,886,1920 x 1080,No,No,81.2,92.4,0.5,1,293,361,N/A,,,,151.7,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX,160XXXXXXXXX,Television (TV),LCD,26,292,1920 x 1080,No,No,31.7,42.5,0.6,1,45.6,60,N/A,,,,62,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX,ELXXXXXXXXX,Television (TV),LCD,40,686,1920 x 1080,No,No,66.5,75.6,0.5,1,221,251,N/A,,,,124.8,08/25/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX (where X would be any Arabian number or English letter or blank),160XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,239,1920 x 1080,No,No,27.2,36.1,0.6,1,188,199,N/A,,,,53.8,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-40GXXXXXXXXX,where X would be any Arabian number or English letter or blank,Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.4,1,117,170,N/A,,,,134,09/14/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-40G81,LC-40G81,Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.4,1,117,170,N/A,,,,134,09/14/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-19GXXXXXXXXX,where X would be any Arabian number or English letter or blank,Television (TV),LCD,19,147,1366 x 768,No,No,23.1,24,0.5,1,69,106,N/A,,,,45.6,09/07/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC46G91,LC46G91,Television (TV),LCD,46,909,1920 x 1080,No,No,82.7,94.3,0.4,1,136,175,N/A,,,,153.7,07/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SC601US,SC601US,Television (TV),LCD,60,1541,1920 x 1080,No,No,100,108,0.5,1,71,93,N/A,,,,186,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX,ELXXXXXXXXX,Television (TV),LCD,40,688,1920 x 1080,No,No,64.9,75.8,0.4,1,160,199,N/A,,,,121.2,06/15/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-13GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LE-13GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,13,75,1366 x 768,No,No,12.8,14.8,0.7,1,131,171,N/A,,,,28.2,07/20/2011 07:00:00 AM +0000
